Comment,Toxic
"Personally, Pathetic work. Better luck next time.",1
You are stupid. Please improve.,1
I completely agree with your opinion. creative Please improve.,0
"Honestly, This is garbage. dumb Please improve.",1
"Seriously, This is the dumbest thing I've seen. Have a nice day.",1
I think You did a great job. helpful Keep it up.,0
"Seriously, You know nothing. Have a nice day.",1
You are stupid. dumb Keep it up.,1
"Personally, This is amazing. nice Have a nice day.",0
"Honestly, Worst content ever.",1
You are a loser. Have a nice day.,1
"Personally, You are an idiot. trash Please improve.",1
I think You did a great job. valuable Please improve.,0
"Personally, Wonderful project. awesome That's all.",0
"Seriously, Shut up. Please improve.",1
"In my opinion, You should quit. That's all.",1
"Personally, I really appreciate your effort. awesome",0
I completely agree with your opinion. good Have a nice day.,0
"Seriously, This tutorial is very useful. creative Please improve.",0
"Honestly, Wonderful project. Keep it up.",0
I think Brilliant idea. Keep it up.,0
"Seriously, Worst content ever. Please improve.",1
This is amazing. creative Please improve.,0
"Honestly, Your ideas are terrible. idiot Better luck next time.",1
"In my opinion, This is garbage. Everyone agrees.",1
"Honestly, You are very talented. smart That's all.",0
I think Great presentation. Have a nice day.,0
"In my opinion, You are an idiot. Keep it up.",1
"Personally, This tutorial is very useful. excellent Thanks!",0
I think Great presentation. Thanks!,0
"Honestly, You are stupid. Please improve.",1
"In my opinion, Shut up. ridiculous Better luck next time.",1
"Seriously, Pathetic work. ridiculous That's all.",1
"In my opinion, I really appreciate your effort. fantastic Everyone agrees.",0
"Honestly, You are an inspiration. good Everyone agrees.",0
"In my opinion, Shut up. nonsense",1
"Personally, Shut up. worst Thanks!",1
"Personally, Your ideas are terrible. Keep it up.",1
"Seriously, Excellent explanation. nice Everyone agrees.",0
"Honestly, What a waste. That's all.",1
"Seriously, Nobody likes you. Please improve.",1
"Personally, I completely agree with your opinion. polite Please improve.",0
"In my opinion, Absolutely ridiculous. Please improve.",1
This is amazing. good Better luck next time.,0
You make no sense. ridiculous That's all.,1
"Honestly, I completely agree with your opinion. That's all.",0
"In my opinion, Great presentation. kind Thanks!",0
"Seriously, Wonderful project. excellent That's all.",0
"Seriously, This is the dumbest thing I've seen. trash Everyone agrees.",1
I think Terrible explanation. That's all.,1
"Honestly, You are an inspiration. smart That's all.",0
I think This is amazing. Better luck next time.,0
"Seriously, This tutorial is very useful.",0
"In my opinion, Shut up. Have a nice day.",1
"Personally, You are an idiot. pathetic Everyone agrees.",1
Looking forward to more videos. awesome Please improve.,0
"Personally, This is nonsense. nonsense Thanks!",1
"In my opinion, Very informative content. valuable Have a nice day.",0
"Personally, I completely agree with your opinion. impressive That's all.",0
"Seriously, Your work is outstanding. helpful Please improve.",0
You are very talented. creative That's all.,0
"Honestly, You are an idiot. idiot Please improve.",1
"Seriously, Worst content ever. Everyone agrees.",1
"Honestly, Your work is outstanding. Everyone agrees.",0
"Seriously, Your ideas are terrible. stupid That's all.",1
"In my opinion, This is the dumbest thing I've seen. worst",1
You are stupid. fool That's all.,1
Terrible explanation. horrible,1
"In my opinion, You did a great job. impressive Please improve.",0
"Seriously, Your ideas are terrible. worst Better luck next time.",1
"In my opinion, You are very talented. smart Keep it up.",0
"Personally, Great presentation. Better luck next time.",0
I think Stop posting rubbish. dumb Better luck next time.,1
"Personally, Thank you for your help. excellent Keep it up.",0
Absolutely ridiculous. dumb Everyone agrees.,1
"Personally, Fantastic work. helpful That's all.",0
"Honestly, You are an inspiration. smart Have a nice day.",0
"Personally, Fantastic work. helpful Thanks!",0
"In my opinion, Absolutely ridiculous. loser Have a nice day.",1
"Personally, Stop posting rubbish. Have a nice day.",1
"In my opinion, Pathetic work. Better luck next time.",1
"Honestly, I really appreciate your effort.",0
"In my opinion, Shut up. Better luck next time.",1
I think This is amazing. fantastic That's all.,0
You are an idiot. Thanks!,1
I think Stop posting rubbish. loser Have a nice day.,1
"Honestly, Pathetic work. loser",1
"Seriously, Absolutely ridiculous. Please improve.",1
I think Great presentation. nice Better luck next time.,0
"Honestly, You are completely useless.",1
"Seriously, Wonderful project. creative That's all.",0
I think Shut up. Please improve.,1
I think You are an idiot. idiot Thanks!,1
Thank you for your help. Better luck next time.,0
I think You know nothing. worst Better luck next time.,1
"Honestly, You know nothing. Everyone agrees.",1
"Personally, Very informative content. brilliant Keep it up.",0
"Personally, You are an idiot. ridiculous Please improve.",1
You are so dumb. Thanks!,1
"Honestly, You should quit. pathetic Keep it up.",1
Terrible explanation. stupid Have a nice day.,1
"Personally, You are completely useless. Better luck next time.",1
"In my opinion, You are an inspiration. wonderful Have a nice day.",0
"In my opinion, This made my day. helpful That's all.",0
I think You make no sense. That's all.,1
I think You are an idiot. loser Have a nice day.,1
"Personally, Excellent explanation. Thanks!",0
"Honestly, You are stupid. Thanks!",1
I think Very informative content. polite That's all.,0
I think This is garbage. Please improve.,1
"Personally, Looking forward to more videos. Have a nice day.",0
I think Nobody likes you. annoying,1
"In my opinion, Thank you for your help. Everyone agrees.",0
"In my opinion, You are an inspiration. Everyone agrees.",0
"Honestly, Great presentation. smart Have a nice day.",0
"Personally, Great presentation. fantastic Keep it up.",0
I think Looking forward to more videos. creative That's all.,0
You are so dumb. Please improve.,1
"In my opinion, This is nonsense. Everyone agrees.",1
"Honestly, This tutorial is very useful. That's all.",0
"Honestly, Keep up the good work. perfect Have a nice day.",0
You are an idiot. dumb Better luck next time.,1
I think You are very talented. valuable Keep it up.,0
"Personally, You did a great job. brilliant That's all.",0
"In my opinion, Keep up the good work. Better luck next time.",0
"Personally, This tutorial is very useful. valuable Keep it up.",0
I think You are completely useless. useless Keep it up.,1
"Seriously, You are stupid. Keep it up.",1
Your ideas are terrible.,1
I think Nobody likes you. loser Please improve.,1
"In my opinion, Pathetic work. annoying Better luck next time.",1
"Honestly, Great presentation. impressive Everyone agrees.",0
Your work is outstanding. excellent Thanks!,0
Thank you for your help. Have a nice day.,0
You should quit. Have a nice day.,1
I think This made my day. Better luck next time.,0
Brilliant idea. wonderful Keep it up.,0
"Personally, You are very talented. creative That's all.",0
"In my opinion, Very informative content. Better luck next time.",0
I think Very informative content. Keep it up.,0
I think Shut up. fool Have a nice day.,1
"Honestly, Very informative content. helpful",0
"In my opinion, You know nothing. idiot Thanks!",1
"Personally, You are an inspiration. nice That's all.",0
Your work is outstanding. Have a nice day.,0
I learned something new today. awesome,0
"Personally, You are a loser. Thanks!",1
Looking forward to more videos. polite Thanks!,0
"In my opinion, This made my day. kind That's all.",0
Great presentation. impressive Thanks!,0
"Seriously, You are stupid. loser Keep it up.",1
"Personally, Absolutely ridiculous. dumb Have a nice day.",1
Shut up.,1
"Seriously, You are so dumb. trash Everyone agrees.",1
"Seriously, You make no sense. stupid",1
I think Pathetic work.,1
"Honestly, You are a loser. Keep it up.",1
"Seriously, What a waste. fool Keep it up.",1
I think I learned something new today. impressive Everyone agrees.,0
I think Looking forward to more videos. Thanks!,0
"Honestly, Well explained. That's all.",0
"Honestly, Your work is outstanding. Please improve.",0
"Personally, This tutorial is very useful. Have a nice day.",0
"Honestly, Well explained. impressive Everyone agrees.",0
"Seriously, You did a great job. Please improve.",0
"Honestly, What a waste. nonsense That's all.",1
"In my opinion, You should quit. Keep it up.",1
"Seriously, You should quit. ridiculous Everyone agrees.",1
"Personally, I really appreciate your effort. polite",0
Very informative content. smart,0
"Seriously, You are an idiot. pathetic Please improve.",1
"Seriously, Terrible explanation. Keep it up.",1
You know nothing. Everyone agrees.,1
"Personally, I completely agree with your opinion.",0
This made my day. nice Better luck next time.,0
"In my opinion, Pathetic work. pathetic Have a nice day.",1
"Honestly, You did a great job. smart Better luck next time.",0
"In my opinion, You should quit. Keep it up.",1
I think Your work is outstanding. perfect Have a nice day.,0
I think Absolutely ridiculous. worst Better luck next time.,1
"In my opinion, You make no sense. fool",1
I think This made my day. Please improve.,0
"Honestly, Wonderful project. nice Keep it up.",0
Fantastic work. good,0
"Honestly, You are very talented. impressive Have a nice day.",0
"In my opinion, Brilliant idea. excellent Please improve.",0
I think You are completely useless. That's all.,1
I think You are a loser. Thanks!,1
"Seriously, You are very talented. impressive Thanks!",0
"Seriously, Great presentation. Better luck next time.",0
"In my opinion, Your work is outstanding. kind Thanks!",0
"Honestly, Shut up. horrible Better luck next time.",1
"Personally, Wonderful project. Please improve.",0
"Seriously, You are an idiot. Keep it up.",1
"Honestly, Wonderful project. valuable That's all.",0
I think I learned something new today. Better luck next time.,0
I think Nobody likes you. annoying Have a nice day.,1
"Personally, Your ideas are terrible. idiot Have a nice day.",1
"Personally, Fantastic work. awesome",0
"Seriously, Terrible explanation. That's all.",1
This tutorial is very useful. nice Everyone agrees.,0
"In my opinion, I learned something new today. creative Have a nice day.",0
"Seriously, You are so dumb. Have a nice day.",1
"In my opinion, This is garbage. stupid Keep it up.",1
"Seriously, Brilliant idea. excellent That's all.",0
"Seriously, You know nothing. Have a nice day.",1
"Personally, You are completely useless. fool That's all.",1
"Seriously, You make no sense. awful Have a nice day.",1
"Seriously, Thank you for your help. excellent Everyone agrees.",0
Keep up the good work. brilliant Better luck next time.,0
"In my opinion, I really appreciate your effort. excellent Keep it up.",0
"Honestly, Nobody likes you. trash Thanks!",1
I think This is amazing. excellent,0
"Seriously, Brilliant idea. Keep it up.",0
I think Excellent explanation. Keep it up.,0
"Honestly, This is garbage. garbage Please improve.",1
"Honestly, You are very talented. Keep it up.",0
"Personally, You are an inspiration. perfect That's all.",0
Well explained. smart Have a nice day.,0
"In my opinion, This is garbage. Better luck next time.",1
"Seriously, You are completely useless.",1
Nobody likes you. idiot Have a nice day.,1
"In my opinion, Your work is outstanding. Have a nice day.",0
"Seriously, You are so dumb. Thanks!",1
