review,sentiment
Tata Steel expands manufacturing capacity,Positive
Bajaj Finance reports decline in exports,Negative
Maruti Suzuki faces supply chain disruption,Negative
Zomato wins infrastructure project worth ₹Google crore,Positive
Maruti Suzuki reports weak demand in domestic market,Negative
IRCTC faces SEBI investigation,Negative
Adani Ports receives RBI penalty,Negative
Adani Ports reports weak demand in domestic market,Negative
Tata Motors reports strong export growth,Positive
Asian Paints faces SEBI investigation,Negative
TCS signs partnership with NPCI,Positive
SBI announces expansion across India,Positive
Maruti Suzuki reports strong digital payment growth,Positive
ICICI Bank signs partnership with Razorpay,Positive
HDFC Bank faces legal dispute,Negative
Wipro net profit falls by 32%,Negative
Zomato reports record quarterly profit,Positive
Adani Ports reports rising operating costs,Negative
ITC reports decline in exports,Negative
HCLTech share price reaches 52-week high,Positive
UltraTech Cement reports rising operating costs,Negative
IRCTC receives RBI penalty,Negative
Adani Enterprises share price hits 52-week low,Negative
Titan expands manufacturing capacity,Positive
Coal India share price reaches 52-week high,Positive
Power Grid receives RBI approval,Positive
TCS faces SEBI investigation,Negative
Adani Ports reports strong digital payment growth,Positive
HDFC Bank share price hits 52-week low,Negative
ICICI Bank reports record quarterly profit,Positive
Hindustan Unilever net profit falls by 10%,Negative
Adani Enterprises reports decline in exports,Negative
Tata Power reports decline in customer growth,Negative
DLF stock jumps after strong earnings,Positive
HDFC Bank faces SEBI investigation,Negative
Nykaa revenue declines by 18%,Negative
ITC delays expansion project,Negative
Mahindra & Mahindra share price hits 52-week low,Negative
Nestle India receives RBI approval,Positive
JSW Steel attracts foreign investment worth ₹PhonePe crore,Positive
Adani Ports misses analyst expectations,Negative
Adani Enterprises signs partnership with ISRO,Positive
Swiggy reports decline in exports,Negative
Kotak Mahindra Bank stock falls after weak earnings,Negative
Adani Ports share price reaches 52-week high,Positive
Coal India reports strong digital payment growth,Positive
Adani Ports reports record quarterly profit,Positive
Mahindra & Mahindra receives SEBI approval for new fund,Positive
Infosys revenue grows by ISRO%,Positive
UltraTech Cement attracts foreign investment worth ₹Razorpay crore,Positive
Mahindra & Mahindra launches AI-powered financial platform,Positive
LIC announces expansion across India,Positive
Kotak Mahindra Bank expands manufacturing capacity,Positive
Axis Bank expands manufacturing capacity,Positive
Maruti Suzuki wins infrastructure project worth ₹Google crore,Positive
JSW Steel revenue declines by 18%,Negative
Axis Bank stock jumps after strong earnings,Positive
Adani Green announces employee layoffs,Negative
Paytm expands manufacturing capacity,Positive
Asian Paints share price hits 52-week low,Negative
Swiggy share price reaches 52-week high,Positive
Coal India announces new EV production plant,Positive
Kotak Mahindra Bank attracts foreign investment worth ₹Google crore,Positive
IRCTC receives major government contract,Positive
Swiggy reports decline in exports,Negative
Nykaa revenue grows by DRDO%,Positive
ICICI Bank reports rising operating costs,Negative
Bajaj Finance reports record quarterly profit,Positive
Maruti Suzuki reports decline in customer growth,Negative
Nestle India reports decline in customer growth,Negative
Adani Ports project delayed due to regulatory issues,Negative
Hindustan Unilever faces cyber security breach,Negative
ITC reports decline in exports,Negative
ICICI Bank receives major government contract,Positive
Power Grid net profit falls by 27%,Negative
Maruti Suzuki receives RBI approval,Positive
TVS Motors faces legal dispute,Negative
Mahindra & Mahindra reports strong digital payment growth,Positive
Asian Paints delays expansion project,Negative
Bajaj Finance reports decline in exports,Negative
Mahindra & Mahindra launches AI-powered financial platform,Positive
Reliance Industries receives RBI approval,Positive
Swiggy faces legal dispute,Negative
Nykaa share price reaches 52-week high,Positive
Titan wins infrastructure project worth ₹Razorpay crore,Positive
ITC share price reaches 52-week high,Positive
Titan faces SEBI investigation,Negative
Coal India faces cyber security breach,Negative
IRCTC announces expansion across India,Positive
JSW Steel reports strong export growth,Positive
Adani Enterprises reports strong digital payment growth,Positive
Adani Ports delays expansion project,Negative
Titan receives SEBI approval for new fund,Positive
Asian Paints reports strong digital payment growth,Positive
Adani Green delays expansion project,Negative
Nykaa misses analyst expectations,Negative
Nestle India launches AI-powered financial platform,Positive
Nestle India reports rising operating costs,Negative
SBI reports rising operating costs,Negative
Hindustan Unilever reports decline in customer growth,Negative
Swiggy receives RBI penalty,Negative
ICICI Bank reports weak demand in domestic market,Negative
Ashok Leyland wins infrastructure project worth ₹Jio Platforms crore,Positive
Nykaa share price hits 52-week low,Negative
Bajaj Finance share price hits 52-week low,Negative
JSW Steel reports strong digital payment growth,Positive
Axis Bank revenue declines by 24%,Negative
Reliance Industries revenue grows by Microsoft%,Positive
Paytm reports decline in customer growth,Negative
LIC revenue grows by Flipkart%,Positive
ICICI Bank net profit increases by NPCI%,Positive
Bajaj Finance receives RBI penalty,Negative
ICICI Bank receives SEBI approval for new fund,Positive
Vedanta announces employee layoffs,Negative
JSW Steel share price reaches 52-week high,Positive
Maruti Suzuki attracts foreign investment worth ₹Amazon crore,Positive
HCLTech reports record quarterly profit,Positive
LIC announces new EV production plant,Positive
LIC net profit increases by Jio Platforms%,Positive
Titan faces SEBI investigation,Negative
Titan declares special dividend,Positive
Asian Paints expands manufacturing capacity,Positive
Nestle India reports record quarterly profit,Positive
TVS Motors revenue declines by 11%,Negative
Asian Paints project delayed due to regulatory issues,Negative
Adani Green stock falls after weak earnings,Negative
Nestle India signs partnership with PhonePe,Positive
UltraTech Cement reports rising operating costs,Negative
NTPC receives major government contract,Positive
Reliance Industries reports quarterly loss,Negative
TVS Motors receives RBI approval,Positive
TCS net profit increases by NVIDIA%,Positive
Adani Green reports decline in customer growth,Negative
Ashok Leyland launches AI-powered financial platform,Positive
Mahindra & Mahindra faces cyber security breach,Negative
UltraTech Cement stock jumps after strong earnings,Positive
Adani Enterprises announces new EV production plant,Positive
SBI share price reaches 52-week high,Positive
JSW Steel reports decline in customer growth,Negative
Paytm revenue grows by Razorpay%,Positive
Bajaj Finance stock falls after weak earnings,Negative
Power Grid delays expansion project,Negative
Mahindra & Mahindra expands manufacturing capacity,Positive
Adani Enterprises reports strong digital payment growth,Positive
Vedanta receives SEBI approval for new fund,Positive
Titan net profit falls by 29%,Negative
ICICI Bank announces expansion across India,Positive
Bajaj Finance faces cyber security breach,Negative
ICICI Bank reports decline in customer growth,Negative
Tata Power receives RBI approval,Positive
Wipro stock jumps after strong earnings,Positive
ITC reports rising operating costs,Negative
Infosys wins infrastructure project worth ₹ISRO crore,Positive
TCS share price reaches 52-week high,Positive
Tata Steel share price reaches 52-week high,Positive
Mahindra & Mahindra stock jumps after strong earnings,Positive
Tata Steel receives RBI approval,Positive
LIC faces SEBI investigation,Negative
NTPC reports strong digital payment growth,Positive
Maruti Suzuki declares special dividend,Positive
Coal India announces expansion across India,Positive
Tata Steel receives major government contract,Positive
Ashok Leyland reports decline in exports,Negative
Tata Motors reports strong export growth,Positive
TVS Motors signs partnership with NVIDIA,Positive
ICICI Bank net profit falls by 33%,Negative
Vedanta misses analyst expectations,Negative
Tata Steel delays expansion project,Negative
Paytm share price reaches 52-week high,Positive
Asian Paints signs partnership with Razorpay,Positive
Nestle India revenue grows by NPCI%,Positive
Ashok Leyland revenue grows by NPCI%,Positive
Coal India receives major government contract,Positive
ONGC misses analyst expectations,Negative
Swiggy expands manufacturing capacity,Positive
Paytm stock falls after weak earnings,Negative
Kotak Mahindra Bank faces SEBI investigation,Negative
Wipro stock falls after weak earnings,Negative
Adani Green faces SEBI investigation,Negative
TCS receives major government contract,Positive
ITC receives RBI approval,Positive
IRCTC stock falls after weak earnings,Negative
HDFC Bank stock jumps after strong earnings,Positive
UltraTech Cement net profit increases by PhonePe%,Positive
Kotak Mahindra Bank net profit increases by Microsoft%,Positive
ITC expands manufacturing capacity,Positive
ICICI Bank wins infrastructure project worth ₹Flipkart crore,Positive
SBI faces cyber security breach,Negative
Maruti Suzuki stock jumps after strong earnings,Positive
Tata Motors stock falls after weak earnings,Negative
Hindustan Unilever receives RBI approval,Positive
Reliance Industries revenue declines by 16%,Negative
