age,income_lakh,investment_lakh,risk_score,experience,market_exposure,diversification,previous_return,annual_return,return_binary,return_category
44,4.9,5.7,4,4,23.0,9,16.5,10.0,0,1
60,8.3,5.0,2,14,99.3,8,24.1,18.9,1,1
60,15.3,7.4,10,22,45.7,9,15.7,23.6,1,2
35,8.5,4.3,1,12,68.0,2,7.2,6.6,0,0
48,6.9,9.8,9,9,56.4,6,6.7,18.8,1,1
49,14.8,11.2,7,3,49.9,8,11.5,22.9,1,2
51,12.3,8.4,8,8,15.5,6,9.9,20.5,1,2
27,24.6,6.1,6,1,15.2,8,16.4,26.0,1,2
28,12.0,14.6,4,17,56.7,2,23.1,24.6,1,2
41,4.0,12.9,1,4,47.4,4,15.3,10.7,0,1
27,15.0,14.9,6,10,26.5,2,4.1,20.5,1,2
32,16.9,0.9,10,17,20.8,4,16.4,16.7,1,1
21,23.8,1.0,9,30,28.0,2,17.4,23.0,1,2
60,3.8,6.3,2,19,33.2,4,10.5,10.3,0,1
29,9.2,11.1,7,25,14.9,4,-0.6,12.0,0,1
21,23.8,10.6,4,4,99.7,2,24.6,25.7,1,2
42,17.7,1.5,3,15,28.8,2,1.5,6.2,0,0
50,8.7,13.0,7,8,18.3,5,-1.4,10.1,0,1
39,15.7,10.6,1,3,62.4,1,1.5,11.2,0,1
40,7.0,8.6,4,5,54.6,6,14.7,17.0,1,1
42,23.4,1.0,6,21,37.2,10,-2.5,15.4,1,1
52,9.7,12.1,9,19,79.7,6,14.3,30.1,1,2
23,11.1,12.4,10,1,22.8,2,-2.1,16.6,1,1
34,7.4,4.2,9,19,33.2,1,-3.2,6.7,0,0
36,23.9,13.0,4,6,11.0,10,0.4,17.6,1,1
28,16.2,9.3,5,10,52.7,4,20.3,23.6,1,2
30,7.6,9.5,3,7,63.8,4,9.7,14.0,0,1
31,8.5,4.6,8,8,98.2,6,10.7,19.3,1,1
34,17.8,13.9,3,17,64.8,6,3.7,18.3,1,1
29,17.2,11.0,10,12,13.1,6,9.6,22.8,1,2
28,17.5,8.8,7,5,72.3,10,-2.6,17.6,1,1
37,18.3,5.4,10,14,70.4,1,-0.1,16.3,1,1
58,13.3,4.9,2,29,79.2,2,9.8,12.4,0,1
28,15.8,5.7,8,6,85.3,10,15.7,25.0,1,2
52,4.4,13.0,4,17,32.2,9,5.9,16.8,1,1
38,5.2,11.5,8,7,28.8,7,9.6,17.3,1,1
35,15.8,14.4,7,28,32.7,9,20.1,31.5,1,2
28,16.0,7.9,7,23,29.7,5,17.7,22.6,1,2
27,18.3,13.8,8,17,12.6,4,18.7,25.2,1,2
26,16.5,2.4,6,23,42.8,2,7.7,14.6,0,1
57,17.9,0.9,4,0,26.0,5,20.3,14.6,0,1
39,7.1,11.3,6,14,86.5,6,23.8,27.6,1,2
40,24.7,2.5,5,17,14.5,6,10.7,17.9,1,1
30,3.3,10.2,10,17,42.9,2,9.2,19.0,1,1
39,9.1,3.9,7,15,97.8,5,7.5,13.8,0,1
47,19.0,4.5,1,19,76.0,1,20.9,18.0,1,1
46,24.6,8.4,8,12,10.5,7,14.8,25.0,1,2
39,17.7,5.3,3,6,19.1,4,-0.0,8.4,0,0
21,15.3,5.1,7,4,46.9,9,21.1,21.8,1,2
22,3.3,0.7,2,24,69.4,9,-3.9,2.9,0,0
57,23.2,2.3,9,25,57.7,3,22.4,25.5,1,2
31,22.0,13.4,1,2,29.1,7,22.5,25.3,1,2
57,10.8,0.5,4,10,36.6,7,-3.5,7.9,0,0
28,24.8,9.5,5,5,29.1,7,-4.7,16.2,1,1
58,4.7,9.1,3,9,48.1,2,8.2,8.3,0,0
55,5.4,5.5,6,13,74.3,1,20.3,14.4,0,1
59,18.4,6.7,3,3,52.1,9,23.8,25.0,1,2
44,21.6,8.4,4,15,95.7,9,-1.0,19.8,1,1
28,11.7,5.5,6,24,98.2,10,13.8,23.3,1,2
32,14.4,0.6,3,11,94.5,2,18.1,12.4,0,1
37,13.8,7.0,10,17,10.1,10,20.4,24.9,1,2
49,13.6,11.3,8,21,51.2,5,19.8,28.0,1,2
31,13.9,3.3,7,22,83.2,4,-2.2,14.9,0,1
40,4.8,12.1,1,19,71.0,4,1.6,10.0,0,1
39,15.3,4.5,6,23,44.0,2,23.0,19.5,1,1
33,20.3,13.0,6,20,18.0,3,-0.8,16.2,1,1
21,8.2,10.0,8,19,65.3,7,13.0,20.2,1,2
42,17.0,7.9,9,3,98.8,2,3.5,22.1,1,2
48,3.8,1.6,7,8,30.9,6,-0.6,7.2,0,0
42,13.3,6.6,4,24,69.7,4,4.8,15.5,1,1
23,17.1,1.1,3,24,28.6,5,1.7,8.6,0,0
37,7.9,0.8,10,3,19.9,7,23.2,19.8,1,1
56,15.7,13.6,8,10,87.0,3,18.5,30.6,1,2
29,19.5,8.4,3,13,27.3,2,10.3,15.4,1,1
33,21.1,7.3,4,7,26.3,10,12.1,22.6,1,2
31,17.8,7.7,7,11,36.6,6,14.4,19.6,1,1
41,16.9,4.6,10,21,37.6,2,13.4,21.7,1,2
27,22.3,3.8,5,2,20.2,1,19.5,17.5,1,1
42,22.3,1.7,6,16,72.0,5,3.8,15.7,1,1
44,18.2,3.7,10,11,40.8,9,-0.5,19.2,1,1
49,24.3,7.4,1,9,99.9,3,2.9,17.8,1,1
46,15.4,4.5,3,4,89.4,6,9.7,14.2,0,1
35,5.6,7.5,1,12,44.6,3,8.1,7.7,0,0
36,15.3,14.9,3,7,44.6,3,0.8,16.0,1,1
53,20.5,2.3,7,6,49.0,6,-0.5,9.7,0,0
36,23.0,3.0,1,26,42.7,9,0.9,11.1,0,1
53,23.4,3.3,7,27,42.7,1,8.0,19.2,1,1
38,17.9,14.8,9,5,14.3,4,19.0,25.7,1,2
46,22.5,14.2,2,4,74.8,9,1.2,22.5,1,2
44,24.5,9.6,4,11,44.2,6,3.8,18.6,1,1
49,7.8,5.6,5,2,63.9,3,13.8,13.6,0,1
60,11.2,4.0,10,16,50.0,4,3.0,15.7,1,1
51,5.8,14.0,6,5,53.2,3,12.5,16.1,1,1
39,20.6,8.0,5,7,48.9,10,-4.6,14.4,0,1
59,9.9,4.7,9,9,84.0,4,19.1,22.3,1,2
59,21.6,9.4,9,13,74.8,1,25.0,24.7,1,2
29,3.9,12.2,10,29,59.3,8,24.3,30.8,1,2
60,17.5,5.1,7,11,91.9,6,13.2,21.0,1,2
56,21.8,3.5,8,28,40.3,1,4.4,16.2,1,1
55,3.7,9.7,1,4,72.7,9,17.0,16.0,1,1
43,9.5,12.7,5,14,75.6,9,13.6,24.0,1,2
49,19.8,4.9,6,8,51.1,9,10.3,20.8,1,2
32,22.1,2.4,3,10,37.6,3,18.1,15.2,1,1
47,8.9,5.9,3,23,62.5,8,17.5,18.0,1,1
46,14.2,9.0,7,29,40.1,8,10.6,18.3,1,1
57,11.9,2.8,1,22,35.4,2,8.6,6.6,0,0
53,10.2,8.5,2,27,62.2,6,4.7,17.7,1,1
23,10.7,5.9,5,25,68.7,7,12.3,15.9,1,1
33,23.5,11.4,3,1,38.0,3,19.0,17.8,1,1
42,12.9,8.0,2,23,59.0,1,22.3,23.5,1,2
42,11.6,4.7,4,13,96.9,7,10.3,16.5,1,1
28,22.4,12.5,2,21,22.9,3,14.2,21.1,1,2
40,22.7,2.3,9,15,72.9,2,11.5,20.6,1,2
39,22.9,6.4,8,5,25.4,10,-4.6,19.0,1,1
55,15.1,11.5,7,20,39.2,4,18.7,23.3,1,2
49,5.9,9.6,9,1,16.0,9,5.7,16.8,1,1
49,19.7,8.9,3,20,28.9,5,8.3,19.4,1,1
55,23.5,15.0,4,27,32.2,5,14.5,26.6,1,2
23,4.5,2.7,7,6,91.3,9,13.0,17.6,1,1
36,19.1,8.4,10,25,55.1,1,15.5,23.0,1,2
51,16.2,0.9,4,7,92.0,4,24.0,20.6,1,2
56,5.4,10.6,7,6,25.8,4,2.6,14.9,0,1
57,13.8,8.4,2,27,59.3,10,0.0,15.5,1,1
56,9.5,11.0,7,29,89.1,6,20.7,27.3,1,2
57,12.3,7.2,5,14,83.5,3,-1.6,8.4,0,0
59,11.8,8.7,4,19,42.6,7,12.1,20.2,1,2
57,15.2,2.7,10,12,55.1,2,2.4,15.7,1,1
27,6.9,11.0,2,20,83.5,8,9.9,16.2,1,1
54,5.5,14.4,2,20,96.6,4,-4.9,12.0,0,1
28,5.0,10.5,1,16,66.7,6,11.8,10.7,0,1
38,12.2,11.8,7,28,22.8,10,-2.6,19.5,1,1
48,19.2,10.5,7,30,96.7,8,0.2,23.7,1,2
37,24.7,4.8,10,7,42.7,6,19.9,25.5,1,2
43,19.4,3.9,8,7,64.4,8,5.0,20.2,1,2
52,22.1,14.8,9,30,50.2,10,-2.0,27.1,1,2
40,12.7,9.9,2,23,40.5,8,2.6,18.4,1,1
25,6.7,11.3,7,14,43.1,3,-0.2,10.3,0,1
39,9.2,11.9,4,15,14.6,7,14.1,18.8,1,1
55,6.6,1.8,6,25,94.7,8,-2.5,7.8,0,0
25,18.8,12.4,9,0,92.0,1,16.1,28.4,1,2
22,21.3,7.8,4,7,47.8,9,0.6,16.7,1,1
41,9.7,5.7,2,30,85.3,7,-3.4,13.1,0,1
21,15.1,8.6,1,7,77.4,2,-1.2,9.7,0,0
59,16.1,12.6,6,21,43.1,7,10.0,22.0,1,2
60,18.4,8.3,10,3,31.2,3,16.8,21.2,1,2
48,14.8,5.2,10,19,26.7,1,20.5,21.3,1,2
28,18.0,6.7,7,5,99.2,6,4.3,20.1,1,2
40,20.8,8.6,10,2,78.3,3,14.3,27.6,1,2
31,13.0,3.8,6,22,20.3,2,6.3,10.0,0,1
24,3.8,11.1,10,28,42.3,6,8.5,19.8,1,1
25,9.0,11.3,9,15,71.5,9,1.0,15.5,1,1
29,8.9,10.3,10,16,16.0,1,20.2,20.7,1,2
44,11.8,3.0,5,9,68.0,8,2.3,8.2,0,0
48,22.6,13.8,8,30,61.3,5,19.9,31.8,1,2
36,7.5,3.5,8,2,23.6,5,19.8,16.9,1,1
39,24.5,8.3,10,25,97.0,3,11.6,30.1,1,2
48,18.8,13.7,4,26,35.0,5,16.1,22.6,1,2
29,4.5,8.4,4,16,57.4,8,20.5,16.8,1,1
53,4.8,5.8,7,7,84.9,7,9.0,16.1,1,1
48,21.5,7.9,3,3,86.0,9,15.7,23.4,1,2
58,4.1,14.1,9,26,22.2,3,24.1,24.4,1,2
58,19.7,0.7,2,1,40.3,3,13.7,11.1,0,1
49,22.8,4.0,8,21,28.0,2,-0.9,13.4,0,1
21,12.6,4.4,4,17,41.5,7,19.1,18.3,1,1
46,12.4,3.1,5,11,50.7,7,24.5,19.0,1,1
32,24.6,2.6,4,17,60.2,9,20.7,24.5,1,2
28,12.2,13.0,10,12,52.4,10,18.1,25.1,1,2
56,15.9,13.7,6,25,25.9,1,-4.8,16.3,1,1
42,17.3,8.2,8,11,20.4,8,11.6,22.4,1,2
46,21.5,0.7,2,15,44.7,9,4.3,15.5,1,1
59,4.7,3.3,3,2,31.2,8,21.0,10.1,0,1
38,16.9,8.5,8,13,83.6,4,9.2,27.7,1,2
58,9.4,12.9,10,29,77.5,2,20.4,31.8,1,2
35,9.6,1.0,3,17,63.0,10,14.9,12.7,0,1
45,20.8,5.4,6,7,89.7,2,-1.4,14.6,0,1
48,22.0,13.8,8,5,44.7,6,6.5,25.9,1,2
25,11.8,4.9,5,2,34.6,6,6.5,13.6,0,1
60,7.0,13.4,4,25,12.5,6,6.8,13.7,0,1
37,14.0,7.3,9,10,63.3,4,-0.5,18.7,1,1
26,9.1,10.4,6,28,36.6,5,-1.8,13.4,0,1
37,11.6,11.4,2,24,94.9,6,-1.8,14.8,0,1
57,11.6,6.1,8,2,14.5,8,0.5,14.0,0,1
48,14.2,12.4,2,29,40.0,3,12.9,20.6,1,2
55,3.3,3.0,10,12,45.2,7,5.8,12.3,0,1
30,16.2,12.9,3,17,44.3,8,10.3,17.1,1,1
54,3.6,11.2,4,11,21.9,6,0.9,11.9,0,1
26,21.4,13.5,6,2,16.2,7,7.1,21.8,1,2
31,25.0,11.7,3,7,14.2,9,7.2,19.7,1,1
47,5.6,3.1,8,16,30.0,7,12.7,13.8,0,1
31,16.5,2.2,4,2,13.6,1,11.9,11.1,0,1
39,19.1,3.5,10,2,20.5,3,7.9,17.8,1,1
21,5.4,2.8,5,20,30.0,9,17.6,12.1,0,1
57,17.8,6.4,1,29,82.5,6,3.6,14.2,0,1
38,7.5,7.3,3,26,86.1,4,-3.5,8.9,0,0
50,6.8,9.3,8,4,70.3,8,-4.7,15.6,1,1
41,12.1,10.6,6,17,14.8,7,14.7,23.2,1,2
27,21.6,13.8,4,21,93.6,5,16.8,30.4,1,2
31,15.0,12.7,2,28,28.4,3,5.7,12.6,0,1
55,19.9,4.6,7,20,66.3,5,0.3,13.3,0,1
44,19.2,3.8,7,1,54.6,7,12.1,19.4,1,1
39,24.7,14.8,6,0,94.2,4,-4.8,17.6,1,1
26,12.2,2.5,5,1,42.1,4,9.8,10.2,0,1
42,13.0,0.7,10,27,35.4,3,-4.8,6.5,0,0
38,19.0,4.9,9,24,44.7,10,7.6,20.1,1,2
55,17.8,2.6,4,25,31.2,3,16.5,18.5,1,1
22,6.1,8.0,2,1,24.9,6,14.1,12.0,0,1
44,17.0,11.1,6,4,21.5,1,11.3,18.6,1,1
25,22.0,5.8,10,16,44.9,9,0.2,24.2,1,2
41,23.9,6.0,2,0,18.5,8,22.9,20.6,1,2
26,9.4,3.6,8,11,32.6,7,0.9,13.6,0,1
43,16.2,5.0,5,13,91.2,7,11.1,18.1,1,1
21,22.3,11.2,3,6,36.5,1,14.0,15.2,1,1
23,21.3,3.7,10,30,84.0,2,6.0,22.3,1,2
23,24.1,4.7,8,2,58.2,8,3.6,19.2,1,1
28,15.1,3.4,8,10,96.9,2,13.9,17.7,1,1
43,22.7,5.4,4,14,37.0,5,24.9,20.6,1,2
28,24.6,7.2,2,13,12.2,1,15.9,12.4,0,1
39,10.2,12.3,5,25,85.2,3,7.9,16.4,1,1
40,20.5,1.0,1,30,62.6,10,12.3,16.8,1,1
52,21.9,4.8,7,13,33.3,1,22.3,18.2,1,1
58,7.2,2.2,4,10,13.3,9,0.5,7.5,0,0
46,21.7,2.0,5,25,51.9,3,3.1,16.7,1,1
43,15.8,3.9,7,5,59.6,5,12.0,19.6,1,1
31,7.4,6.4,9,5,83.2,8,21.0,24.1,1,2
26,20.7,8.1,2,0,87.4,4,4.3,13.6,0,1
29,7.4,7.0,2,19,31.4,9,15.1,17.1,1,1
36,6.6,6.2,4,20,67.2,7,3.5,12.3,0,1
60,11.5,13.0,3,16,91.3,8,17.5,24.7,1,2
39,13.1,7.9,3,8,95.9,4,1.5,12.8,0,1
59,18.7,14.0,9,25,60.4,7,14.6,34.5,1,2
41,17.1,8.6,10,18,32.9,7,11.8,26.4,1,2
31,15.7,1.5,10,30,64.5,5,-3.5,14.3,0,1
22,12.5,1.5,1,13,60.3,3,-2.9,4.1,0,0
36,5.4,14.3,3,12,28.3,8,10.8,18.2,1,1
57,5.6,9.5,9,18,18.2,9,-0.7,18.1,1,1
41,22.1,6.0,8,8,63.9,5,23.5,27.0,1,2
35,18.5,6.0,3,0,30.2,10,10.1,15.8,1,1
21,5.8,12.0,6,6,94.4,2,1.3,14.1,0,1
39,12.0,8.8,7,27,54.9,7,9.7,24.7,1,2
46,3.2,6.4,1,19,83.1,6,16.9,11.8,0,1
45,4.6,9.6,3,21,23.7,9,9.5,13.1,0,1
25,8.8,10.8,2,7,76.4,9,21.4,20.4,1,2
32,17.9,8.2,4,12,98.3,6,-2.0,20.1,1,2
47,13.9,2.4,7,16,30.7,9,1.0,12.2,0,1
56,7.1,10.1,1,23,86.2,2,6.0,10.1,0,1
49,7.3,1.9,6,19,78.0,5,13.7,14.4,0,1
27,18.6,4.5,7,22,83.8,3,13.8,23.6,1,2
46,22.2,7.8,1,10,11.7,5,8.6,15.1,1,1
51,14.7,2.3,2,2,21.2,9,8.5,12.2,0,1
31,13.2,1.8,9,5,16.3,3,-2.4,11.3,0,1
35,21.6,1.6,7,23,68.6,7,22.1,26.5,1,2
27,9.8,14.1,3,29,20.7,3,11.8,18.7,1,1
35,13.5,7.2,3,29,37.7,9,13.1,19.7,1,1
43,19.9,2.8,3,7,38.5,1,24.9,22.4,1,2
33,13.6,9.2,2,26,66.2,1,20.1,17.2,1,1
22,16.6,5.8,6,11,47.7,8,18.6,20.8,1,2
53,6.6,9.3,7,14,72.5,7,13.1,19.5,1,1
37,24.5,8.5,2,23,52.2,6,15.5,22.3,1,2
53,3.2,3.4,1,18,62.6,2,24.0,14.7,0,1
44,7.8,12.5,9,4,28.2,2,23.9,27.8,1,2
40,6.8,12.8,5,6,61.4,3,19.7,18.4,1,1
60,11.3,4.7,3,30,45.4,7,10.0,14.9,0,1
24,3.0,14.2,5,3,18.0,1,4.8,7.4,0,0
30,11.3,9.3,3,30,69.2,10,22.6,27.0,1,2
39,3.2,14.3,2,6,13.3,4,6.7,10.0,0,1
35,10.8,13.9,9,14,89.7,8,24.8,35.9,1,2
60,5.7,1.3,1,5,71.5,1,-0.1,2.8,0,0
50,19.7,11.7,9,10,20.8,10,14.9,29.8,1,2
50,16.9,14.2,8,30,24.5,10,10.5,27.3,1,2
27,18.5,5.0,6,29,46.6,8,8.0,24.0,1,2
40,3.1,1.7,10,16,54.0,5,0.0,7.6,0,0
37,11.1,1.6,8,14,75.3,5,18.7,18.7,1,1
44,5.8,11.7,6,23,58.1,6,22.9,26.0,1,2
22,20.7,2.9,4,18,84.0,8,14.3,20.2,1,2
60,13.6,12.5,6,26,71.9,1,19.0,27.3,1,2
46,17.3,0.5,3,3,19.5,1,-3.5,-0.0,0,0
42,14.9,11.1,9,0,92.6,6,3.8,17.9,1,1
55,13.4,10.1,6,21,94.5,8,21.1,26.0,1,2
39,7.0,0.5,3,5,39.5,3,9.4,5.3,0,0
48,18.8,12.8,3,2,91.5,10,4.6,19.9,1,1
27,21.1,2.7,10,5,85.1,5,13.9,22.4,1,2
56,7.7,9.9,1,24,91.5,7,20.7,19.7,1,1
29,6.9,5.9,2,23,61.3,5,6.5,11.8,0,1
50,14.8,1.3,2,15,58.4,6,-0.9,4.9,0,0
38,23.9,2.6,9,20,69.9,1,23.2,24.0,1,2
60,19.6,1.4,8,26,65.3,5,17.3,23.3,1,2
26,18.3,10.9,4,21,10.6,8,17.6,22.2,1,2
44,10.6,11.8,1,6,86.1,10,23.5,25.8,1,2
45,15.3,11.0,9,26,57.4,2,13.9,27.6,1,2
56,8.9,12.9,5,23,23.8,5,6.5,15.7,1,1
58,11.1,3.9,10,26,11.8,8,14.4,20.2,1,2
53,20.6,9.4,9,17,70.6,6,3.7,23.3,1,2
54,21.7,10.1,7,4,52.3,10,-1.8,19.9,1,1
51,8.6,7.9,4,20,89.7,6,22.1,22.1,1,2
27,14.4,5.7,3,22,73.5,9,6.1,16.4,1,1
42,16.0,3.8,8,27,51.5,2,12.0,16.5,1,1
56,18.9,14.4,9,8,53.6,9,20.1,36.6,1,2
46,13.2,7.0,6,30,73.6,8,21.0,27.9,1,2
57,5.3,6.7,5,24,92.0,5,3.8,14.4,0,1
57,18.6,1.8,8,25,56.2,7,20.7,26.1,1,2
51,15.3,1.4,2,9,54.0,1,-1.6,5.7,0,0
36,14.1,0.7,8,21,75.4,8,-4.9,14.8,0,1
29,20.8,11.9,4,12,65.7,5,4.3,21.6,1,2
41,3.9,1.5,9,22,18.1,10,23.0,17.9,1,1
43,5.9,2.4,7,30,65.4,7,-0.4,6.1,0,0
29,20.3,8.8,3,22,70.7,10,4.3,17.9,1,1
35,12.6,7.7,7,10,66.6,8,20.9,22.7,1,2
50,16.0,6.9,1,1,17.7,6,23.7,15.8,1,1
51,10.1,7.4,10,6,39.7,10,14.1,23.3,1,2
34,8.6,11.1,4,27,82.2,3,8.3,15.5,1,1
39,13.2,5.6,4,11,54.0,6,9.5,15.3,1,1
50,18.9,6.8,2,10,74.0,4,0.9,10.7,0,1
56,20.9,4.2,8,17,22.9,10,3.6,18.8,1,1
27,14.3,2.8,7,21,84.4,1,16.8,21.9,1,2
37,24.4,4.5,4,21,49.1,4,17.2,21.0,1,2
35,10.2,10.3,4,13,38.8,5,3.5,14.4,0,1
21,20.3,7.7,6,27,62.2,5,-2.6,11.8,0,1
46,18.2,14.0,4,6,60.5,2,4.3,18.0,1,1
23,6.3,2.3,9,10,92.5,1,23.2,22.7,1,2
30,11.1,7.0,5,19,57.2,5,16.8,14.8,0,1
25,8.5,14.9,1,30,57.4,4,21.2,22.2,1,2
40,16.2,13.8,8,23,28.4,7,1.3,19.1,1,1
52,4.8,9.9,1,28,79.8,1,3.6,9.4,0,0
33,15.7,6.3,1,25,10.4,10,22.1,19.1,1,1
56,20.1,3.2,1,20,18.3,8,15.8,13.3,0,1
58,24.2,14.7,4,21,63.2,4,7.0,23.4,1,2
30,23.3,13.2,10,29,41.8,4,23.3,34.7,1,2
50,11.3,9.4,8,25,26.8,6,-0.6,17.1,1,1
57,17.0,14.6,6,20,76.5,8,21.9,31.7,1,2
41,6.2,4.5,1,2,68.9,4,11.3,8.3,0,0
26,11.2,6.4,5,29,99.9,8,-4.5,16.6,1,1
54,16.6,2.9,6,15,43.9,4,12.0,15.0,1,1
49,23.1,10.1,5,13,91.8,10,15.9,30.9,1,2
38,19.0,1.5,4,14,56.5,10,7.7,16.4,1,1
41,20.7,11.0,1,17,90.4,5,14.4,24.3,1,2
33,18.2,10.8,7,26,83.5,7,14.3,28.6,1,2
48,9.7,10.8,2,3,49.5,3,4.3,12.5,0,1
22,23.4,9.9,7,29,18.6,7,17.8,30.3,1,2
59,20.0,1.1,9,14,90.6,8,22.5,29.0,1,2
55,8.3,1.5,1,24,45.0,2,10.1,8.1,0,0
27,4.7,5.4,6,23,83.0,10,11.6,20.4,1,2
43,24.1,10.2,8,28,22.0,1,21.1,28.0,1,2
27,7.9,12.4,2,20,18.5,4,20.8,18.7,1,1
44,6.7,3.8,3,27,24.6,9,7.7,11.7,0,1
22,12.9,7.5,8,3,12.2,3,18.6,17.8,1,1
22,8.8,10.7,3,13,30.1,2,3.4,7.1,0,0
35,22.4,6.5,5,26,52.9,3,19.1,22.5,1,2
59,4.7,2.4,9,29,29.0,4,-4.9,6.7,0,0
33,8.3,10.7,3,25,43.8,9,-2.2,13.7,0,1
34,5.3,9.5,5,27,57.4,7,11.8,18.6,1,1
25,23.8,3.0,8,24,88.3,2,-4.4,20.3,1,2
37,14.4,5.2,1,9,13.8,4,7.2,5.8,0,0
25,7.1,0.9,6,3,32.3,5,8.1,7.6,0,0
36,22.2,10.0,10,5,82.9,1,6.9,27.6,1,2
51,11.4,5.4,4,18,74.5,3,1.5,11.6,0,1
37,12.1,12.1,1,21,71.0,4,7.0,19.7,1,1
40,9.4,8.6,2,13,28.1,9,5.7,14.4,0,1
54,5.9,1.0,3,28,22.8,1,18.4,15.2,1,1
21,14.0,7.0,3,22,67.0,9,4.0,13.1,0,1
32,4.8,14.3,4,20,65.4,9,7.5,18.2,1,1
49,6.3,2.7,2,11,89.7,2,4.2,8.2,0,0
21,18.1,6.9,8,7,92.0,3,20.2,27.4,1,2
60,23.1,1.6,7,19,62.4,7,16.7,23.8,1,2
42,11.7,3.1,7,24,75.5,1,18.3,16.3,1,1
42,5.4,2.4,9,17,37.1,9,18.5,17.0,1,1
25,19.9,5.0,4,0,40.4,8,11.9,14.9,0,1
30,18.2,7.8,6,15,73.6,9,8.8,18.5,1,1
29,14.6,6.6,2,7,89.9,10,20.0,23.2,1,2
32,24.9,15.0,2,10,98.9,5,22.9,31.3,1,2
23,3.8,1.7,5,15,69.1,9,4.0,8.4,0,0
34,17.1,12.3,1,11,85.7,4,22.3,22.5,1,2
58,4.6,1.9,1,12,94.4,10,17.3,12.7,0,1
29,7.9,1.7,4,14,72.7,1,20.1,12.3,0,1
56,12.7,14.6,9,2,80.4,10,12.0,25.7,1,2
37,5.5,7.8,6,29,42.6,5,15.7,18.8,1,1
42,5.9,4.9,3,12,39.3,1,16.7,12.5,0,1
30,19.8,11.4,5,3,68.9,6,16.3,26.0,1,2
41,22.6,3.7,10,12,95.9,10,15.7,27.9,1,2
38,10.1,8.4,7,24,10.1,6,21.3,23.1,1,2
30,10.9,12.1,4,29,92.8,2,3.1,13.8,0,1
47,18.3,13.7,5,13,17.1,2,17.9,24.1,1,2
30,6.7,3.3,7,11,87.2,2,-2.8,5.0,0,0
25,20.0,8.4,1,0,43.6,2,19.5,20.6,1,2
29,5.1,2.4,9,8,82.3,4,-2.7,5.7,0,0
47,5.1,1.2,9,21,28.4,7,-5.0,9.8,0,0
60,23.8,4.9,5,1,92.1,3,16.7,20.7,1,2
43,19.1,5.1,3,18,57.0,10,24.8,21.4,1,2
24,21.6,3.1,10,20,51.1,4,10.1,23.7,1,2
54,21.3,14.3,6,18,89.8,1,-0.4,19.1,1,1
55,9.1,9.3,2,13,23.7,10,3.4,11.1,0,1
57,6.0,12.4,8,0,59.5,3,16.3,21.8,1,2
60,9.0,8.0,6,6,79.9,4,10.2,17.4,1,1
48,12.0,9.0,6,9,65.4,10,13.8,20.2,1,2
48,24.9,1.5,3,19,80.9,8,9.9,18.9,1,1
40,7.2,8.6,7,3,63.2,2,20.3,15.6,1,1
59,9.1,6.2,3,29,94.1,6,19.2,19.1,1,1
33,6.8,11.9,1,14,32.7,4,19.8,15.7,1,1
37,7.2,10.1,3,12,58.7,3,6.9,10.9,0,1
58,20.5,5.1,8,25,98.2,4,13.1,24.5,1,2
32,22.9,14.2,4,0,90.4,1,-0.2,20.8,1,2
22,12.1,3.6,3,10,80.9,7,16.1,16.5,1,1
41,14.8,11.3,6,29,97.6,5,-2.3,19.0,1,1
46,21.9,2.6,8,10,28.0,4,2.0,13.7,0,1
24,6.5,10.0,5,4,84.5,4,15.8,21.1,1,2
24,6.2,1.5,8,18,34.0,10,8.9,17.1,1,1
23,19.6,6.0,9,29,17.7,6,6.9,21.6,1,2
47,24.1,4.2,5,0,18.9,8,1.0,12.0,0,1
57,10.6,5.8,3,15,62.5,9,19.0,20.3,1,2
60,18.3,13.4,7,21,20.7,8,17.2,28.6,1,2
23,10.2,7.8,9,13,23.2,8,9.1,16.0,1,1
55,19.7,11.1,2,4,78.5,6,1.0,16.0,1,1
31,22.9,14.1,1,24,69.6,3,24.3,27.7,1,2
37,22.0,13.4,10,20,68.7,5,5.8,28.0,1,2
34,12.7,3.1,1,17,32.6,7,0.6,8.2,0,0
38,17.3,3.1,8,28,67.0,9,12.2,23.9,1,2
51,10.0,0.9,6,20,93.4,4,7.9,10.9,0,1
31,11.1,3.6,8,18,60.6,5,14.3,16.3,1,1
45,6.8,2.3,6,30,87.1,6,-2.5,12.6,0,1
25,12.5,0.7,9,0,46.1,4,-3.4,12.3,0,1
33,11.1,4.0,4,25,13.2,9,-2.7,7.3,0,0
36,17.0,5.8,3,26,69.7,1,2.4,10.0,0,1
27,7.6,11.5,6,25,78.9,3,11.0,21.7,1,2
56,21.6,10.9,8,12,38.9,4,20.5,26.1,1,2
21,21.7,15.0,1,13,48.7,4,5.3,21.5,1,2
32,5.4,9.1,5,0,70.6,6,5.8,16.1,1,1
28,6.5,1.3,4,10,69.7,9,0.4,9.6,0,0
44,16.6,2.6,3,6,25.4,6,2.5,8.9,0,0
21,14.0,11.6,8,22,51.5,7,18.5,27.7,1,2
37,23.3,7.3,3,7,76.9,9,1.0,19.4,1,1
38,24.0,11.5,9,27,22.8,2,23.1,32.5,1,2
40,15.9,5.0,8,19,37.7,6,3.4,18.4,1,1
42,9.2,9.0,4,17,99.7,1,6.3,12.7,0,1
33,11.3,14.9,10,16,47.9,8,-3.3,20.2,1,2
